"rec_id_fk","species","variety","color","aroma","flavor","aftertaste","acidity","body","balance","uniformity","clean_cup","sweetness","moisture","quakers","defect_one","defect_two"
591,"Arabica","Catimor","Green","7.50","7.67","7.42","7.67","7.50","7.50","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
592,"Arabica","Caturra","Blue-Green","7.50","7.58","7.58","7.75","7.33","7.50","10.00","10.00","10.00","0.00","0.00","0.00","2.00"
593,"Arabica","Gesha","Bluish-Green","7.75","7.58","7.42","7.50","7.33","7.50","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
594,"Arabica","Pacas","Green","7.75","7.42","7.25","7.75","7.50","7.67","10.00","10.00","10.00","0.13","0.00","0.00","2.00"
595,"Arabica","Typica","Green","7.67","7.42","7.42","7.58","7.33","7.67","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
596,"Arabica","Hawaiian Kona","Blue-Green","7.67","7.58","7.42","7.83","7.33","7.50","10.00","10.00","10.00","0.10","0.00","6.00","0.00"
597,"Arabica","Hawaiian Kona","Green","7.58","7.83","7.75","7.75","7.42","8.00","9.33","9.33","10.00","0.10","0.00","0.00","0.00"
598,"Arabica","Caturra","Green","7.58","7.33","7.17","7.33","7.25","8.58","10.00","10.00","10.00","0.10","0.00","0.00","2.00"
599,"Arabica","Typica","Green","7.58","7.58","7.50","7.50","7.50","7.50","10.00","10.00","10.00","0.12","0.00","0.00","6.00"
600,"Arabica","Typica",NULL,"7.58","7.58","7.33","7.75","7.25","7.58","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
601,"Arabica","Typica",NULL,"8.08","8.17","8.00","8.00","7.83","7.92","6.67","10.00","10.00","0.12","0.00","1.00","4.00"
602,"Arabica","Caturra","Blue-Green","7.50","7.58","7.42","7.67","7.50","7.58","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
603,"Arabica","Caturra","Green","7.67","7.58","7.58","7.58","7.50","7.42","10.00","10.00","10.00","0.11","0.00","0.00","3.00"
604,"Arabica","Hawaiian Kona","Green","7.25","7.75","7.50","7.83","7.67","7.67","9.33","10.00","10.00","0.12","0.00","0.00","0.00"
605,"Arabica","Catuai","Green","7.42","7.42","7.50","7.58","7.50","7.75","10.00","10.00","10.00","0.00","0.00","0.00","4.00"
606,"Arabica",NULL,NULL,"7.75","7.67","7.50","7.83","7.17","7.42","10.00","10.00","10.00","0.00","0.00","0.00","2.00"
607,"Arabica","Bourbon","Green","7.50","7.58","7.25","7.75","7.58","7.50","10.00","10.00","10.00","0.00","0.00","0.00","4.00"
608,"Arabica","Bourbon","Bluish-Green","7.50","7.58","7.50","7.67","7.50","7.42","10.00","10.00","10.00","0.11","2.00","0.00","3.00"
609,"Arabica","Catimor","Bluish-Green","7.67","7.67","7.42","7.42","7.42","7.50","10.00","10.00","10.00","0.13","0.00","0.00","0.00"
610,"Arabica","Pacas","Green","7.67","7.67","7.67","7.67","7.50","7.67","10.00","10.00","9.33","0.00","0.00","0.00","7.00"
611,"Arabica",NULL,"Green","7.50","7.67","7.42","7.75","7.42","7.17","10.00","10.00","10.00","0.11","2.00","0.00","3.00"
612,"Arabica",NULL,"Green","7.75","7.50","7.33","7.58","7.33","7.75","10.00","10.00","10.00","0.00","0.00","1.00","9.00"
613,"Arabica","Yellow Bourbon","Green","7.58","7.50","7.42","7.67","7.50","7.50","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
614,"Arabica","Catuai",NULL,"7.33","7.50","7.58","7.58","7.67","7.50","10.00","10.00","10.00","0.12","0.00","0.00","9.00"
615,"Arabica","Other","Green","7.50","7.50","7.50","7.50","7.50","7.58","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
616,"Arabica","Bourbon","Green","7.58","7.50","7.50","7.58","7.33","7.58","10.00","10.00","10.00","0.12","0.00","0.00","4.00"
617,"Arabica","Typica","Green","8.00","7.83","7.83","7.42","7.25","7.25","10.00","10.00","10.00","0.08","0.00","0.00","0.00"
618,"Arabica","Typica","Green","7.67","7.58","7.42","7.50","7.42","7.50","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
619,"Arabica","SL14","Green","7.67","7.50","7.33","7.67","7.50","7.50","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
620,"Arabica","Typica","Green","7.67","7.50","7.50","7.50","7.50","7.50","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
621,"Arabica","Caturra","Bluish-Green","7.42","7.50","7.50","7.67","7.58","7.50","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
622,"Arabica","Caturra","Bluish-Green","7.75","7.58","7.67","7.25","7.58","7.42","10.00","10.00","10.00","0.11","0.00","0.00","3.00"
623,"Arabica","Other","None","7.92","8.00","7.50","6.75","7.92","7.58","10.00","10.00","9.33","0.00","0.00","0.00","17.00"
624,"Arabica","Caturra","Green","7.67","7.67","7.17","7.67","7.50","7.50","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
625,"Arabica","Other","Bluish-Green","7.83","7.33","7.83","7.33","7.58","7.83","10.00","10.00","9.33","0.12","0.00","0.00","0.00"
626,"Arabica","Other",NULL,"7.58","7.58","7.42","7.58","7.42","7.50","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
627,"Arabica","Typica",NULL,"7.50","7.58","7.58","7.58","7.42","7.42","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
628,"Arabica",NULL,"Green","7.33","7.58","7.42","7.42","7.67","7.67","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
629,"Arabica",NULL,NULL,"7.83","7.67","7.50","7.67","7.50","7.58","10.00","10.00","9.33","0.03","0.00","2.00","0.00"
630,"Arabica","Blue Mountain",NULL,"7.75","7.58","7.25","7.75","7.67","7.58","10.00","10.00","10.00","0.00","0.00","0.00","1.00"
631,"Arabica",NULL,NULL,"8.08","7.67","7.67","7.33","7.33","7.17","10.00","10.00","10.00","0.08","0.00","0.00","3.00"
632,"Arabica",NULL,NULL,"7.50","7.42","7.33","7.33","7.67","7.83","10.00","10.00","10.00","0.21","0.00","0.00","2.00"
633,"Arabica","Bourbon","Green","7.50","7.42","7.42","7.75","7.50","7.50","10.00","10.00","10.00","0.10","1.00","0.00","2.00"
634,"Arabica","Typica","Green","7.67","7.42","7.50","7.42","7.58","7.50","10.00","10.00","10.00","0.11","5.00","0.00","0.00"
635,"Arabica",NULL,"Green","7.50","7.58","7.42","7.50","7.75","7.33","10.00","10.00","10.00","0.11","0.00","0.00","7.00"
636,"Arabica",NULL,"Blue-Green","7.25","7.25","7.00","7.08","7.00","7.00","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
637,"Arabica",NULL,"Green","7.42","7.42","7.50","7.33","7.25","7.67","10.00","10.00","10.00","0.00","9.00","1.00","2.00"
638,"Arabica","Typica","Blue-Green","7.83","7.58","7.42","7.33","7.42","7.50","10.00","10.00","10.00","0.13","0.00","0.00","6.00"
639,"Arabica",NULL,"Green","7.75","7.33","7.42","7.67","7.42","7.50","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
640,"Arabica","Caturra","Blue-Green","7.42","7.58","7.58","7.42","7.58","7.50","10.00","10.00","10.00","0.12","0.00","0.00","1.00"
641,"Arabica","Other",NULL,"7.75","7.42","7.33","7.50","7.58","7.50","10.00","10.00","10.00","0.12","0.00","0.00","1.00"
642,"Arabica","SL14","Green","7.83","7.50","7.42","7.58","7.42","7.42","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
643,"Arabica","Catuai","Green","7.67","7.42","7.50","7.67","7.00","7.75","10.00","10.00","10.00","0.11","0.00","0.00","3.00"
644,"Arabica",NULL,"Green","7.58","7.58","7.42","7.75","7.67","7.67","9.33","10.00","10.00","0.00","0.00","0.00","11.00"
645,"Arabica",NULL,"Blue-Green","7.50","7.58","7.42","7.58","7.42","7.58","10.00","10.00","10.00","0.00","0.00","0.00","4.00"
646,"Arabica","Caturra","Blue-Green","7.75","7.25","7.33","7.42","7.50","7.83","10.00","10.00","10.00","0.11","0.00","0.00","3.00"
647,"Arabica","Caturra",NULL,"7.75","7.50","7.75","7.25","7.33","7.58","10.00","10.00","10.00","0.11","0.00","0.00","3.00"
648,"Arabica","Caturra","Green","7.58","7.50","7.42","7.58","7.67","7.42","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
649,"Arabica","Typica","Green","7.50","7.58","7.50","7.50","7.42","7.50","10.00","10.00","10.00","0.10","0.00","0.00","6.00"
650,"Arabica","Typica","Green","7.67","7.58","7.58","7.75","7.67","6.83","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
651,"Arabica","Caturra","Green","7.33","7.42","7.58","7.42","7.67","7.50","10.00","10.00","10.00","0.11","0.00","2.00","2.00"
652,"Arabica","Mundo Novo",NULL,"7.58","7.50","7.33","7.75","7.50","7.50","10.00","10.00","10.00","0.00","0.00","0.00","4.00"
653,"Arabica","Bourbon","Green","7.50","7.50","7.50","7.50","7.58","7.50","10.00","10.00","10.00","0.11","0.00","0.00","4.00"
654,"Arabica","Other","Green","7.83","7.75","7.25","7.50","7.42","7.33","10.00","10.00","10.00","0.11","0.00","0.00","5.00"
655,"Arabica","Caturra","Green","7.58","7.58","7.33","7.50","7.50","7.50","10.00","10.00","10.00","0.10","0.00","0.00","4.00"
656,"Arabica","Bourbon","Green","7.50","7.50","7.33","7.50","7.67","7.50","10.00","10.00","10.00","0.10","2.00","0.00","2.00"
657,"Arabica",NULL,"Green","7.50","7.83","7.50","7.75","7.33","7.42","9.33","10.00","10.00","0.12","0.00","0.00","0.00"
658,"Arabica","Caturra",NULL,"7.33","7.50","7.50","7.50","7.67","7.50","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
659,"Arabica","Other","Green","7.67","7.42","7.33","7.58","7.50","7.50","10.00","10.00","10.00","0.12","0.00","0.00","1.00"
660,"Arabica","Other","Bluish-Green","7.75","7.00","7.42","7.58","7.58","7.58","10.00","10.00","10.00","0.12","0.00","0.00","3.00"
661,"Arabica","Other","Green","7.42","7.58","7.50","7.67","7.25","7.50","10.00","10.00","10.00","0.00","0.00","0.00","1.00"
662,"Arabica","Yellow Bourbon","Bluish-Green","7.42","7.50","7.67","7.33","7.42","7.67","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
663,"Arabica","Bourbon","Green","7.83","7.42","7.33","7.67","7.42","7.50","10.00","10.00","10.00","0.12","0.00","0.00","4.00"
664,"Arabica","Caturra","Green","7.50","7.50","7.42","7.42","7.58","7.58","10.00","10.00","10.00","0.11","0.00","0.00","1.00"
665,"Arabica","Bourbon","Green","7.83","7.67","7.17","7.33","7.50","7.67","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
666,"Arabica","Typica","None","7.50","7.58","7.50","7.50","7.42","7.42","10.00","10.00","10.00","0.13","0.00","0.00","10.00"
667,"Arabica","Typica","Green","7.67","7.50","7.33","7.67","7.50","7.33","10.00","10.00","10.00","0.12","0.00","0.00","5.00"
668,"Arabica","Typica",NULL,"7.92","7.50","7.33","7.58","7.25","7.42","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
669,"Arabica","Caturra","Green","7.67","7.33","7.33","7.33","7.50","7.83","10.00","10.00","10.00","0.11","0.00","0.00","5.00"
670,"Arabica","Bourbon","Blue-Green","7.67","7.42","7.33","7.67","7.50","7.50","10.00","10.00","10.00","0.00","0.00","0.00","4.00"
671,"Arabica","Caturra","Green","7.67","7.50","7.33","7.50","7.25","7.67","10.00","10.00","10.00","0.11","0.00","1.00","3.00"
672,"Arabica","Hawaiian Kona","Green","7.33","7.42","7.33","7.75","7.42","7.67","10.00","10.00","10.00","0.12","0.00","2.00","3.00"
673,"Arabica",NULL,NULL,"7.75","7.58","7.67","7.67","7.58","7.58","9.33","10.00","10.00","0.01","0.00","1.00","14.00"
674,"Arabica","Other","Green","7.42","7.67","7.17","7.58","7.58","7.50","10.00","10.00","10.00","0.12","1.00","0.00","6.00"
675,"Arabica","Bourbon","Green","7.58","7.50","7.33","7.75","7.33","7.50","10.00","10.00","10.00","0.10","1.00","0.00","2.00"
676,"Arabica","Bourbon","Green","7.67","7.58","7.25","7.67","7.42","7.33","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
677,"Arabica","Bourbon","Green","7.58","7.50","7.25","7.67","7.50","7.50","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
678,"Arabica","Caturra","Green","7.50","7.42","7.08","7.75","7.67","7.50","10.00","10.00","10.00","0.11","2.00","0.00","3.00"
679,"Arabica","Caturra","Green","5.08","7.75","7.83","7.75","7.83","8.08","10.00","10.00","10.00","0.11","0.00","0.00","1.00"
680,"Arabica","Catimor","Green","7.67","7.42","7.42","7.50","7.42","7.42","10.00","10.00","10.00","0.10","0.00","0.00","0.00"
681,"Arabica",NULL,"Green","7.42","7.50","7.33","7.50","7.25","7.42","10.00","10.00","10.00","0.11","1.00","0.00","0.00"
682,"Arabica","Ruiru 11","Green","7.67","7.25","7.42","7.42","7.67","7.42","10.00","10.00","10.00","0.13","0.00","0.00","7.00"
683,"Arabica","Yellow Bourbon","Green","7.17","7.83","7.33","7.50","7.75","7.42","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
684,"Arabica","Caturra","Green","7.50","7.50","7.50","7.67","7.42","7.50","10.00","10.00","10.00","0.10","0.00","0.00","0.00"
685,"Arabica","Typica","Green","7.42","7.50","7.42","7.58","7.42","7.50","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
686,"Arabica","Catuai","Blue-Green","7.58","7.67","7.33","7.50","7.50","7.42","10.00","10.00","10.00","0.12","0.00","0.00","1.00"
687,"Arabica",NULL,"Green","7.58","7.58","7.58","7.75","7.50","7.58","9.33","10.00","10.00","0.00","0.00","0.00","3.00"
688,"Arabica","Yellow Bourbon","Green","7.25","7.33","7.25","7.50","7.42","7.50","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
689,"Arabica","Bourbon","Green","7.50","7.58","7.50","7.92","7.42","7.67","9.33","10.00","10.00","0.12","0.00","0.00","0.00"
690,"Arabica",NULL,"None","7.25","7.67","7.42","7.17","7.75","7.50","10.00","10.00","10.00","0.09","0.00","0.00","2.00"
691,"Arabica","Caturra","Green","7.67","7.42","7.33","7.50","7.58","7.50","10.00","10.00","10.00","0.11","0.00","0.00","9.00"
692,"Arabica","Typica","Green","7.50","7.42","7.42","7.67","7.42","7.58","10.00","10.00","10.00","0.12","0.00","0.00","5.00"
693,"Arabica","Typica","Green","7.42","7.58","7.50","7.42","7.58","7.50","10.00","10.00","10.00","0.13","0.00","0.00","2.00"
694,"Arabica","Typica","Green","7.42","7.58","7.33","7.58","7.50","7.50","10.00","10.00","10.00","0.14","0.00","0.00","9.00"
695,"Arabica","Caturra","Green","7.75","7.33","7.25","7.58","7.58","7.33","10.00","10.00","10.00","0.13","0.00","0.00","1.00"
696,"Arabica","Typica","Green","7.50","7.58","7.33","7.50","7.50","7.50","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
697,"Arabica","Pacamara","Green","7.58","7.58","7.17","7.50","7.50","7.50","10.00","10.00","10.00","0.14","0.00","0.00","6.00"
698,"Arabica","Caturra","Green","7.58","7.33","7.33","7.58","7.50","7.50","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
699,"Arabica","Bourbon",NULL,"7.67","7.58","7.33","7.42","7.58","7.33","10.00","10.00","10.00","0.13","0.00","0.00","4.00"
700,"Arabica","Typica","Bluish-Green","7.83","7.50","7.42","7.67","7.17","7.33","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
701,"Arabica","Caturra",NULL,"7.67","7.33","7.25","7.42","7.50","7.67","10.00","10.00","10.00","0.00","0.00","0.00","2.00"
702,"Arabica","Arusha","Blue-Green","7.75","7.50","7.42","7.42","7.50","7.42","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
703,"Arabica","Caturra","Green","7.33","7.58","7.17","7.58","7.42","7.58","10.00","10.00","10.00","0.00","0.00","0.00","2.00"
704,"Arabica",NULL,NULL,"7.58","7.25","7.42","7.25","7.58","7.83","10.00","10.00","10.00","0.02","0.00","0.00","1.00"
705,"Arabica","Caturra","Green","7.50","7.58","7.33","7.50","7.42","7.42","10.00","10.00","10.00","0.10","1.00","0.00","8.00"
706,"Arabica","Catuai","Green","7.33","7.50","7.50","7.33","7.50","7.50","10.00","10.00","10.00","0.11","3.00","0.00","11.00"
707,"Arabica",NULL,"Green","7.42","7.42","7.42","7.50","7.50","7.58","10.00","10.00","10.00","0.11","4.00","0.00","14.00"
708,"Arabica","Bourbon","Bluish-Green","7.50","7.50","7.42","7.50","7.42","7.50","10.00","10.00","10.00","0.11","2.00","0.00","3.00"
709,"Arabica","Caturra","Bluish-Green","7.75","7.50","7.25","7.25","7.42","7.67","10.00","10.00","10.00","0.10","1.00","6.00","3.00"
710,"Arabica","Catuai","Green","7.75","7.33","7.50","7.50","7.33","7.58","10.00","10.00","10.00","0.00","2.00","0.00","0.00"
711,"Arabica","Catimor","Green","7.50","7.58","7.42","7.50","7.42","7.42","10.00","10.00","10.00","0.12","6.00","0.00","2.00"
712,"Arabica","Bourbon","Green","8.25","7.83","7.25","8.33","8.17","8.08","10.00","6.67","10.00","0.07","0.00","0.00","0.00"
713,"Arabica","Mundo Novo","Green","7.42","7.50","7.50","7.42","7.50","7.58","10.00","10.00","10.00","0.11","0.00","0.00","10.00"
714,"Arabica","Bourbon","Green","7.50","7.42","7.17","7.83","7.50","7.50","10.00","10.00","10.00","0.10","0.00","0.00","6.00"
715,"Arabica","Gesha","Green","7.33","7.58","7.42","7.58","7.33","7.50","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
716,"Arabica","Bourbon","Blue-Green","7.75","8.08","7.67","8.08","8.08","8.00","10.00","10.00","6.67","0.11","0.00","0.00","0.00"
717,"Arabica","Pacas","Green","7.58","7.67","7.50","7.58","7.75","7.50","9.33","10.00","10.00","0.12","0.00","0.00","3.00"
718,"Arabica",NULL,"Green","7.33","7.58","7.42","7.50","7.50","7.50","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
719,"Arabica","Caturra","Green","7.42","7.33","7.50","7.17","7.08","8.33","10.00","10.00","10.00","0.10","0.00","0.00","2.00"
720,"Arabica","Typica","Green","7.50","7.50","7.50","7.50","7.50","7.50","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
721,"Arabica","Typica","Green","7.50","7.50","7.50","7.50","7.50","7.50","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
722,"Arabica","Bourbon","Green","7.50","7.42","7.58","7.50","7.50","7.58","10.00","10.00","10.00","0.12","0.00","2.00","1.00"
723,"Arabica","Caturra","Green","7.50","7.42","7.50","7.50","7.50","7.58","10.00","10.00","10.00","0.00","0.00","0.00","1.00"
724,"Arabica","Typica","Green","7.67","7.50","7.42","7.50","7.42","7.42","10.00","10.00","10.00","0.12","0.00","0.00","3.00"
725,"Arabica",NULL,"Green","7.92","7.58","7.25","7.75","7.92","7.58","9.33","9.33","10.00","0.00","0.00","0.00","14.00"
726,"Arabica","Bourbon","Green","7.67","7.50","7.33","7.67","7.50","7.33","10.00","10.00","10.00","0.11","0.00","0.00","3.00"
727,"Arabica","Typica","None","7.58","7.67","7.58","7.33","7.00","7.58","10.00","10.00","10.00","0.15","0.00","1.00","8.00"
728,"Arabica","Bourbon","Green","7.67","7.58","7.50","7.58","7.50","7.50","10.00","10.00","10.00","0.13","0.00","0.00","9.00"
729,"Arabica","Bourbon","Green","7.50","7.67","7.33","7.50","7.33","7.50","10.00","10.00","10.00","0.10","0.00","2.00","5.00"
730,"Arabica","Mundo Novo","Green","7.58","7.50","7.42","7.50","7.50","7.42","10.00","10.00","10.00","0.12","0.00","0.00","2.00"
731,"Arabica","Typica","Green","8.00","7.75","7.33","7.33","7.08","7.67","9.33","10.00","10.00","0.11","0.00","0.00","0.00"
732,"Arabica","Mundo Novo","Green","7.58","7.58","7.25","7.58","7.42","7.50","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
733,"Arabica","Caturra","Green","7.83","7.58","7.33","7.25","7.58","7.42","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
734,"Arabica","Catuai","Green","7.58","7.50","7.25","7.42","7.67","7.33","10.00","10.00","10.00","0.09","6.00","2.00","10.00"
735,"Arabica",NULL,"Blue-Green","7.00","7.08","7.00","7.17","7.00","7.00","10.00","10.00","10.00","0.10","0.00","0.00","0.00"
736,"Arabica","Pacas","Green","7.67","7.50","7.25","7.67","7.42","7.42","10.00","10.00","10.00","0.11","2.00","0.00","2.00"
737,"Arabica","Yellow Bourbon","Green","7.42","7.67","7.50","7.08","7.50","7.42","10.00","10.00","10.00","0.00","0.00","0.00","9.00"
738,"Arabica","Bourbon","Green","7.58","7.67","7.50","7.67","7.83","8.42","9.33","9.33","9.33","0.12","0.00","0.00","0.00"
739,"Arabica","Catuai","Green","7.58","7.50","7.42","7.58","7.42","7.42","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
740,"Arabica","Gesha","Blue-Green","7.58","7.42","7.33","7.42","7.58","7.50","10.00","10.00","10.00","0.13","0.00","0.00","0.00"
741,"Arabica","Bourbon","Green","7.75","7.58","7.42","7.42","7.33","7.33","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
742,"Arabica","Typica","Green","7.50","7.50","7.50","7.50","7.50","7.50","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
743,"Arabica","Mundo Novo","Blue-Green","7.58","7.58","7.42","7.42","7.42","7.42","10.00","10.00","10.00","0.12","0.00","0.00","4.00"
744,"Arabica","Hawaiian Kona","Bluish-Green","7.33","7.42","7.50","7.67","7.50","7.42","10.00","10.00","10.00","0.00","0.00","0.00","1.00"
745,"Arabica","Bourbon","None","7.58","7.58","7.50","7.17","7.42","7.42","10.00","10.00","10.00","0.16","0.00","3.00","8.00"
746,"Arabica","Bourbon","Green","7.50","7.50","7.33","7.58","7.67","7.33","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
747,"Arabica","Bourbon","Green","7.50","7.58","7.42","7.67","7.33","7.42","10.00","10.00","10.00","0.13","0.00","0.00","3.00"
748,"Arabica","Typica","Green","7.67","7.58","7.33","7.50","7.42","7.42","10.00","10.00","10.00","0.12","0.00","0.00","13.00"
749,"Arabica","Other","Green","7.75","7.33","7.33","7.50","7.50","7.50","10.00","10.00","10.00","0.00","0.00","2.00","5.00"
750,"Arabica","Typica","Green","7.33","7.58","7.42","7.67","7.33","7.50","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
751,"Arabica","Typica","Green","7.42","7.50","7.42","7.58","7.42","7.50","10.00","10.00","10.00","0.10","0.00","0.00","3.00"
752,"Arabica","Caturra","Green","7.50","7.42","7.67","7.33","7.58","7.33","10.00","10.00","10.00","0.12","0.00","0.00","1.00"
753,"Arabica","Caturra","Green","7.67","7.33","7.33","7.33","7.50","7.50","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
754,"Arabica","Arusha","Green","7.67","7.58","7.42","7.00","7.50","7.58","10.00","10.00","10.00","0.12","0.00","0.00","1.00"
755,"Arabica",NULL,NULL,"7.17","7.25","7.58","7.25","7.58","7.67","10.00","10.00","10.00","0.22","0.00","0.00","2.00"
756,"Arabica","Bourbon","Green","7.42","7.42","7.50","7.42","7.42","7.50","10.00","10.00","10.00","0.11","1.00","0.00","5.00"
757,"Arabica","Caturra","Bluish-Green","7.50","7.50","7.17","7.42","7.50","7.50","10.00","10.00","10.00","0.11","1.00","0.00","2.00"
758,"Arabica",NULL,"Green","7.50","7.50","7.33","7.42","7.50","7.42","10.00","10.00","10.00","0.10","0.00","0.00","1.00"
759,"Arabica","Bourbon","Green","7.58","7.42","7.42","7.33","7.50","7.42","10.00","10.00","10.00","0.13","0.00","1.00","6.00"
760,"Arabica","Other","Green","7.42","7.42","7.42","7.50","7.50","7.33","10.00","10.00","10.00","0.12","0.00","0.00","1.00"
761,"Arabica","Yellow Bourbon","Green","6.92","7.58","7.42","7.33","7.83","7.50","10.00","10.00","10.00","0.00","0.00","0.00","1.00"
762,"Arabica",NULL,"Bluish-Green","7.42","7.42","7.17","7.75","7.25","7.67","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
763,"Arabica","Catuai","Green","7.67","7.50","7.25","7.42","7.58","7.42","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
764,"Arabica","Bourbon","Blue-Green","7.42","7.42","7.50","7.50","7.42","7.50","10.00","10.00","10.00","0.09","0.00","0.00","4.00"
765,"Arabica","Mundo Novo","Green","7.58","7.50","7.42","7.25","7.50","7.42","10.00","10.00","10.00","0.12","0.00","0.00","1.00"
766,"Arabica","Other","Green","7.75","7.42","7.42","7.58","7.33","7.42","10.00","10.00","10.00","0.12","0.00","0.00","1.00"
767,"Arabica","Other","Green","7.42","7.33","7.17","7.42","7.33","8.17","10.00","10.00","10.00","0.12","0.00","0.00","0.00"
768,"Arabica","Other","None","7.50","7.50","7.33","7.42","7.50","7.42","10.00","10.00","10.00","0.10","0.00","1.00","1.00"
769,"Arabica","Typica","Green","7.50","7.50","7.50","7.50","7.50","7.50","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
770,"Arabica","Typica","Green","7.67","7.50","7.50","7.17","7.17","7.58","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
771,"Arabica","Caturra","Bluish-Green","7.33","7.25","7.25","7.58","7.75","7.50","10.00","10.00","10.00","0.00","0.00","0.00","1.00"
772,"Arabica","Typica","None","7.50","7.67","7.00","7.50","7.33","7.50","10.00","10.00","10.00","0.15","0.00","1.00","9.00"
773,"Arabica","Caturra","None","7.25","7.75","7.00","7.75","8.17","7.75","10.00","10.00","9.33","0.12","0.00","0.00","2.00"
774,"Arabica","Typica","Green","7.50","7.58","7.25","7.50","7.50","7.33","10.00","10.00","10.00","0.12","0.00","0.00","4.00"
775,"Arabica","Typica","Green","7.00","7.67","7.50","7.50","7.42","7.50","10.00","10.00","10.00","0.10","0.00","0.00","1.00"
776,"Arabica",NULL,NULL,"7.58","7.67","7.42","7.17","7.17","7.75","10.00","10.00","10.00","0.08","0.00","0.00","0.00"
777,"Arabica","Bourbon",NULL,"7.50","7.50","7.42","7.42","7.50","7.42","10.00","10.00","10.00","0.15","0.00","0.00","3.00"
778,"Arabica","Caturra","Green","7.75","7.58","7.42","7.67","7.83","7.58","9.33","9.33","10.00","0.00","7.00","0.00","6.00"
779,"Arabica","Bourbon","Green","7.42","7.58","7.42","7.50","7.42","7.25","10.00","10.00","10.00","0.11","1.00","0.00","3.00"
780,"Arabica","Yellow Bourbon","Green","7.25","7.25","7.58","7.58","7.25","7.92","10.00","10.00","10.00","0.00","0.00","0.00","1.00"
781,"Arabica","Caturra","Blue-Green","7.75","7.42","7.42","7.25","7.17","7.42","10.00","10.00","10.00","0.00","0.00","0.00","0.00"
782,"Arabica","Bourbon","Green","7.42","7.33","7.42","7.42","7.50","7.58","10.00","10.00","10.00","0.12","0.00","0.00","5.00"
783,"Arabica","Other","Green","7.42","7.50","7.50","7.33","7.33","7.50","10.00","10.00","10.00","0.12","0.00","0.00","3.00"
784,"Arabica",NULL,"Green","7.50","7.42","7.42","7.42","7.67","7.42","10.00","10.00","10.00","0.11","0.00","1.00","0.00"
785,"Arabica","Caturra","Green","7.58","7.33","7.33","7.33","7.50","7.67","10.00","10.00","10.00","0.11","0.00","0.00","2.00"
786,"Arabica","Hawaiian Kona","Bluish-Green","7.25","7.58","7.58","7.25","7.50","7.42","10.00","10.00","10.00","0.11","0.00","0.00","0.00"
787,"Arabica","Typica","Green","7.42","7.58","7.50","7.33","7.42","7.42","10.00","10.00","10.00","0.13","0.00","0.00","7.00"
788,"Arabica","Typica","Green","7.50","7.42","7.42","7.50","7.25","7.50","10.00","10.00","10.00","0.13","0.00","3.00","13.00"
